Employee Id,Probation End Date,Ticket Entitlement Date,Dept Code,Job Title
603805,20250208,20260813,4,Civil Chargehand
603806,20250208,20260813,7,Network Technician
603801,20250208,20260813,4,Mason
603804,20250208,20260813,4,Carpenter
603803,20250208,20260813,4,Mason
603808,20250208,20260813,4,MEP Helper
603810,20250208,20260813,4,Construction Helper
603807,20250208,20260813,4,Mason
603811,20250208,20260813,4,Electrician
603769,20250214,20260819,7,Cleaner
603773,20250214,20260819,7,Cleaner
603776,20250214,20260819,7,Cleaner
603788,20250214,20260819,7,Cleaner
603789,20250214,20260819,7,Cleaner
603790,20250214,20260819,7,Cleaner
603791,20250214,20260819,7,Cleaner
603792,20250214,20260819,7,Cleaner
603834,20250307,20260909,7,Cleaner
603836,20250307,20260909,7,Cleaner
603846,20250307,20260909,7,Cleaner
603847,20250307,20260909,7,Cleaner
603848,20250307,20260909,7,Cleaner
603849,20250307,20260909,7,Cleaner
603850,20250307,20260909,7,Cleaner
603819,20250218,20260823,11,Gardener
603820,20250218,20260823,7,Cleaner
603821,20250218,20260823,4,Construction Helper
603823,20250221,20260826,4,Steel fixer
603830,20250301,20260903,7,Specialised Cleaner
603831,20250301,20260903,4,MEP Helper
603833,20250301,20260903,4,Steel Fixer
603835,20250307,20260909,4,Cleaner
603845,20250307,20260909,4,Shuttering Carpenter
603852,20250307,20260909,7,LCP Technician
603829,20250217,20260822,4,Ac Technician
603861,20250410,20261013,7,Cleaner
603875,20250315,20260917,7,Multi Technician
603879,20250315,20260917,4,Shutter Carpenter
603877,20250315,20260917,4,Gypsum Carpenter
603856,20250315,20260917,7,Cleaner
603857,20250315,20260917,7,Cleaner
603878,20250315,20260917,4,Gypsum Carpenter
603863,20250410,20261013,7,Cleaner
603891,20250321,,7,Call Center Agent
603873,20250323,20260925,4,Mason
603897,20250323,20260925,4,Steel Fixer
603867,20250323,20260925,4,Shutter Carpenter
603868,20250323,20260925,4,Mason Helper
603869,20250323,20260925,4,General Helper
603899,20250325,20260927,4,Driver
603901,20250329,20261001,4,Female Barista
603898,20250331,,4,Construction Manager
603902,20250404,,4,Admin Assistant
603887,20250406,20261009,4,Mason
603888,20250406,20261009,4,Gypsum Carpenter
603889,20250406,20261009,4,Gypsum Carpenter
603911,20250406,20261009,4,Mason
603912,20250406,20261009,4,Steel Fixer
603913,20250406,20261009,4,Shutter Carpenter
603855,20250330,,2,Accountant
603837,20250407,,15,Asst. Manager - PRO
603919,20250411,20261014,4,Driver
603880,20250413,20261016,7,Cleaner
603881,20250413,20261016,7,Cleaner
603882,20250413,20261016,7,Cleaner
603885,20250413,20261016,7,Cleaner
603883,20250413,20261016,7,Cleaner
603884,20250413,20261016,7,Cleaner
603860,20250413,20261016,7,Cleaner
603862,20250413,20261016,7,Cleaner
603921,20250413,20261016,7,Cleaner
603934,20250413,20261016,7,Cleaner
603864,20250413,20261016,7,Cleaner
603933,20250413,20261016,7,Cleaner
603922,20250413,20261016,7,Cleaner
603927,20250413,20261016,7,Cleaner
603920,20250421,20261024,7,Cleaner
603966,20250421,20261024,7,Cleaner
603967,20250421,20261024,7,Cleaner
603968,20250421,20261024,7,Cleaner
603969,20250421,20261024,7,Cleaner
603970,20250421,20261024,7,Cleaner
603971,20250421,20261024,7,Cleaner
603972,20250421,20261024,7,Cleaner
603925,20250413,20261016,7,Multi Technician
603926,20250413,20261016,7,Av Technician
603917,20250413,20261016,4,Office Boy
603874,20250413,20261016,4,Steel Fixer
603923,20250413,20261016,4,Steel Fixer
603924,20250413,20261016,4,Shutter Carpenter
603936,20250418,20261021,4,Duct Man
603937,20250418,20261021,4,Block Plaster Mason
603938,20250418,20261021,4,Tile Mason
603973,20250421,20261024,7,Cleaner
603976,20250421,20261024,4,Maintenance Helper
603974,20250421,20261024,4,Gypsum Carpenter
603977,20250423,20261026,4,Gypsum Carpenter
603978,20250423,20261026,4,Gypsum Carpenter
603981,20250425,20261028,4,Store Keeper
603975,20250426,20261029,4,Driver
603982,20250427,20261030,4,Driver
604007,20250121,20260726,4,Light Vehicle Driver
603939,20250502,20261104,15,Talent Acquisition o
603999,20250503,20261105,7,Cleaner
604000,20250503,20261105,7,Cleaner
604001,20250503,20261105,7,Cleaner
604002,20250503,20261105,7,Cleaner
603996,20250503,20261105,4,Car Washer
603997,20250503,20261105,4,Car Washer
603998,20250503,20261105,4,Chargehand - Civil
604004,20250505,20261107,7,Multi Technician
604005,20250505,20261107,7,Cleaner
604003,20250506,,10,Transportation Manag
604008,20250509,20261111,4,Mason
604009,20250509,20261111,4,Mason
604010,20250509,20261111,4,Shuttering Carpenter
604011,20250509,20261111,4,Shuttering Carpenter
604013,20250509,20261111,4,Steel Fixer
604014,20250509,20261111,4,Steel Fixer
604015,20250509,20261111,4,Painter
604019,20250512,20261114,7,HVAC Technician
604026,20250515,20261117,7,Cleaner
604027,20250515,20261117,7,Cleaner
604028,20250515,20261117,7,Cleaner
604030,20250516,,4,Document Controller
604022,20250516,20261118,4,Driver
604035,20250520,20261122,4,Painter
604036,20250520,20261122,4,Shuttering carpenter
604037,20250520,20261122,4,Finishing Carpenter
604038,20250520,20261122,4,Mason
604039,20250520,20261122,4,Mason
604040,20250520,20261122,4,Mason
604041,20250520,20261122,4,Mason
604042,20250520,20261122,4,Tile Mason
604043,20250520,20261122,4,Tile Mason
604045,20250520,20261122,4,Scaffolder
604046,20250520,20261122,4,Block Mason
604048,20250520,20261122,4,Mason
604049,20250520,20261122,4,Mason
604050,20250520,20261122,4,Mason
604051,20250520,20261122,4,Mason
604052,20250520,20261122,4,Mason
604053,20250520,20261122,4,Mason
604054,20250520,20261122,4,Shuttering Carpenter
604055,20250520,20261122,4,Shuttering Carpenter
604056,20250520,20261122,4,Shuttering Carpenter
604057,20250520,20261122,4,Shuttering Carpenter
604058,20250520,20261122,4,Shuttering Carpenter
604059,20250527,20261129,4,General Helper
604061,20250523,,4,Admin Assistant
604062,20250524,,10,SCM Admin
604065,20250524,20261126,4,Car washer
604066,20250524,20261126,7,Team Leader
604067,20250524,20261126,4,Chargehand Civil
604078,20250527,,7,Admin Assistant
604080,20250601,20261204,7,Cleaner
604081,20250601,20261204,7,Cleaner
604082,20250601,20261204,7,Cleaner
604086,20250527,,4,Mep Supervisor
604087,20250527,20261129,7,Team leader
604088,20250527,20261129,7,Multi Technician
604090,20250602,20261205,4,Messenger
604091,20250602,20261205,4,Office Boy
604092,20250602,20261205,4,Office Boy
604093,20250602,20261205,4,Steel Fixer
604094,20250602,20261205,4,Steel Fixer
604096,20250602,20261205,7,Cleaner
604095,20250602,20261205,7,Cleaner
604097,20250602,20261205,7,Cleaner
604101,20250606,,4,Planning Engineer
604104,20250527,20261129,4,General Helper
604105,20250607,20261210,7,Cleaner
604106,20250607,20261210,7,Cleaner
604107,20250607,20261210,7,Cleaner
604108,20250607,20261210,7,Cleaner
604109,20250607,20261210,7,Cleaner
604110,20250607,20261210,4,Helper
604111,20250607,20261210,10,Driver
604112,20250608,20261211,4,Office Girl
604121,20250613,20261216,4,Office Boy
604122,20250613,20261216,4,Office Boy
604120,20250610,20261213,7,Team Leader
604205,20250613,20261216,17,Heavy Driver
604127,20250613,20261216,7,Cleaner
604128,20250613,20261216,7,Cleaner
604129,20250613,20261216,7,Cleaner
604130,20250613,20261216,7,Cleaner
604131,20250613,20261216,7,Cleaner
604154,20250617,20261220,7,Cleaner
604199,20250628,20261231,7,Cleaner
604200,20250628,20261231,7,Cleaner
604126,20250616,20261219,7,Electrician
604162,20250617,20261220,7,Kitchen Technician
604156,20250617,20261220,7,Cleaner
604151,20250617,20261220,7,Cleaner
604149,20250617,20261220,7,Cleaner
604159,20250617,20261220,7,Cleaner
604150,20250617,20261220,7,Cleaner
604158,20250617,20261220,7,Cleaner
604152,20250617,20261220,7,Cleaner
604153,20250617,20261220,7,Cleaner
604084,20250627,20261230,7,Cleaner
604085,20250627,20261230,7,Cleaner
604144,20250630,20270102,7,Cleaner
604145,20250630,20270102,7,Cleaner
604148,20250617,20261220,7,Cleaner
604155,20250617,20261220,7,Cleaner
604157,20250617,20261220,7,Cleaner
604161,20250617,20261220,7,Cleaner
604195,20250627,20261230,7,Cleaner
604196,20250627,20261230,7,Cleaner
604197,20250627,20261230,7,Cleaner
604194,20250627,20261230,7,Cleaner
604207,20250701,20270103,7,Cleaner
604138,20250620,,4,QA/QC Engineer
604116,20250622,20261225,4,Messenger
604115,20250622,20261225,4,Messenger
604114,20250622,20261225,4,Messenger
604117,20250622,20261225,4,Messenger
604167,20250622,,4,MEP Engineer
604191,20250624,20261227,4,Shuttering Carpenter
604193,20250624,20261227,4,Steel Fixer
604189,20250624,20261227,4,Steel Fixer
604192,20250624,20261227,4,Steel Fixer
604083,20250714,20270116,7,Construction Helper
604124,20250701,20270103,4,Shuttering Carpenter
604125,20250701,20270103,4,Shuttering Carpenter
604168,20250704,20270106,4,Mason
604190,20250624,20261227,4,Steel Fixer
604171,20250627,,16,HSE Engineer
604206,20250701,20270103,4,Helper
604208,20250701,20270103,7,Driver
604209,20250701,20270103,4,Chargehand -Civil
604210,20250701,20270103,4,Driver
604211,20250701,20270103,4,Driver
604212,20250701,20270103,4,Office Boy
604202,20250704,,10,Storekeeper
604229,20250706,20270108,7,Multi Technician
604230,20250706,20270108,4,Steel Fixer
604231,20250706,20270108,4,Steel Fixer
604236,20250708,20270110,7,Team Leader
604142,20250616,20261219,7,Cleaner
604147,20250616,20261219,7,Cleaner
604143,20250616,20261219,7,Cleaner
604238,20250714,20270116,4,Mason
604247,20250714,,4,Jr Electrical Eng
604201,20250725,,4,Civil Draftsman
604203,20250726,20270128,4,Construction Helper
604204,20250906,20270311,7,Cleaner
604237,20250714,20270116,7,Cleaner
604248,20250714,,4,SCM Admin
604255,20250714,20270116,7,Electrician
604256,20250714,20270116,4,HVAC Technician
604257,20250714,20270116,4,Carpenter - Helper
604258,20250714,20270116,4,Carpenter - Helper
604259,20250714,20270116,4,Electrician - Asst
604260,20250714,20270116,4,Plumber
604263,20250714,20270116,4,Ductman
604262,20250714,20270116,4,Ac Technician - Asst
604261,20250714,20270116,4,Electrician - Asst
604268,20250715,20270117,4,Office boy
604267,20250718,,7,Cost Controller
604271,20250721,20270123,4,Electrician
604272,20250721,20270123,4,Mason
604274,20250721,20270123,4,Mason
604275,20250721,20270123,4,Civil Foreman
604276,20250721,20270123,4,Civil Chargehand
604277,20250721,20270123,4,Chargehand Electrica
604278,20250721,20270123,4,Assistant-Chargehand
604296,20250721,20270123,7,Cleaner
604279,20250726,20270128,4,Electrician Assistan
604280,20250726,20270128,4,AC Technician
604281,20250726,20270128,4,Helper-Electrician
604282,20250726,20270128,4,Mason
604283,20250726,20270128,4,Mason
604284,20250726,20270128,4,Mason
604294,20250726,20270128,4,Electrician
604285,20250728,20270130,4,Helper
604286,20250728,20270130,4,Electrician Assistan
604287,20250728,20270130,4,Helper
604295,20250728,20270130,4,Chargehand
604353,20250802,20270204,7,Kitchen Technician
604326,20250727,20270129,7,Cleaner
604308,20250803,20270205,4,AC Helper
604309,20250803,20270205,4,AC Helper
604356,20250803,20270205,7,Cleaner
604357,20250803,20270205,7,Cleaner
604358,20250803,20270205,7,Cleaner
604359,20250803,20270205,7,Cleaner
604310,20250803,20270205,4,AC Helper
604311,20250803,20270205,4,Electrician
604312,20250803,20270205,4,Plumber
604360,20250803,20270205,4,Construction Helper
604348,20250803,,4,MEP Document Control
604349,20250803,,10,Procurement Engineer
604350,20250803,,10,Category Manager
604314,20250805,20270207,4,Helper
604315,20250805,20270207,4,Steel Fixer
604316,20250805,20270207,4,Steel Fixer
604366,20250805,20270207,4,Carpenter
604367,20250805,20270207,4,Asst. Chargehand
604354,20250805,20270207,7,Data Centre Technici
604369,20250805,20270207,7,Team Leader
604328,20250808,20270210,7,Cleaner
604329,20250902,20270307,7,Cleaner
604330,20250808,20270210,7,Cleaner
604331,20250808,20270210,7,Cleaner
604332,20250808,20270210,7,Cleaner
604333,20250808,20270210,7,Cleaner
604335,20250808,20270210,7,Cleaner
604336,20250808,20270210,7,Cleaner
604337,20250808,20270210,7,Cleaner
604338,20250808,20270210,7,Cleaner
604339,20250808,20270210,7,Cleaner
604340,20250808,20270210,7,Cleaner
604341,20250808,20270210,7,Cleaner
604342,20250808,20270210,7,Cleaner
604343,20250808,20270210,7,Cleaner
604372,20250808,20270210,7,Cleaner
604373,20250808,20270210,7,Cleaner
604374,20250808,20270210,7,Cleaner
604375,20250808,20270210,7,Cleaner
604376,20250808,20270210,7,Cleaner
604320,20250808,20270210,4,Steel Fixer
604321,20250808,20270210,7,Steel Fixer
604322,20250808,20270210,7,Tile Mason
604323,20250808,20270210,4,Tile Mason
604324,20250808,20270210,7,Gypsum Carpenter
604325,20250808,20270210,4,Gypsum Carpenter
604371,20250815,,4,Document Controller
604386,20250816,20270218,8,Driver
604388,20250816,20270218,7,Cleaner
604387,20250816,20270218,7,Cleaner
604395,20250822,20270224,7,Facade Cleaner
604385,20250816,20270218,8,Driver
604381,20250822,20270224,7,Multi Technician
604405,20250830,20270304,7,Cleaner
604418,20250830,20270304,4,Duct Man - Asst.
604410,20250830,20270304,7,Cleaner
604412,20250830,20270304,7,Cleaner
604380,20250823,,7,Quantity Surveyor
604396,20250829,,15,Timekeeper
604414,20250830,20270304,4,Duct Man - Asst.
604409,20250830,20270304,7,Cleaner
604420,20250830,20270304,4,Painter
604406,20250830,20270304,7,Cleaner
604407,20250830,20270304,7,Cleaner
604404,20250830,20270304,7,Cleaner
604408,20250830,20270304,7,Cleaner
604403,20250830,20270304,7,Cleaner
604415,20250830,20270304,8,Driver
604411,20250830,20270304,7,Cleaner
604419,20250830,20270304,4,Helper
604413,20250830,20270304,7,Plumber
604416,20250830,20270304,8,Heavy Driver
604399,20250905,20270310,10,Storekeeper
604422,20250907,,7,Assistant - CSR
604417,20250830,20270304,8,Driver
604432,20250907,20270312,4,Team Leader
604433,20250907,20270312,8,Boom & Bobcat Driver
604430,20250817,20270219,4,Construction Helper
604431,20250824,20270226,4,Mason
604438,20250912,20270317,4,Shuttering Carpenter
604436,20250912,20270317,7,Asst. Shuttering Carpenter
604448,20250912,20270317,7,Cleaner
604440,20250912,20270317,4,Shuttering Carpenter
604445,20250912,20270317,4,Electrical Chargehand
604446,20250912,20270317,7,Cleaner
604447,20250912,20270317,7,Cleaner
604451,20250912,20270317,7,Cleaner
604443,20250912,20270317,7,Cleaner
604449,20250912,20270317,4,Construction Helper
604450,20250912,20270317,4,Construction Helper
604437,20250912,20270317,4,Asst. Shuttering Carpenter
604439,20250912,20270317,4,Shuttering Carpenter
604435,20250912,20270317,4,Asst. Shuttering Carpenter
604444,20250912,20270317,10,Store Helper
604459,20250913,20270318,4,Plumber
604460,20250921,20270326,7,Cleaner
604488,20251004,20270408,7,Multi Technician
604442,20250912,20270317,7,Cleaner
604441,20250912,20270317,4,Plumbing Cahrgehand
604423,20250912,,7,Facility Coordinator
604452,20250914,,7,CAFM Admin
604400,20250914,,10,Buyer
604434,20250914,,16,QHSE / IMS Admin
604456,20250916,20270321,7,Team Leader
604454,20250916,20270321,11,Gardener
604453,20250916,20270321,11,Gardener
604455,20250916,20270321,11,Gardener
604458,20250919,20270324,8,Driver
604467,20250920,,4,Director of Inventory
604463,20250921,20270326,7,Multi Technician
604462,20250921,20270326,7,Cleaner
604461,20250921,20270326,7,Cleaner
604464,20250922,20270327,4,Office Girl
604466,20250929,20270403,7,Multi Technician
604475,20251003,20270407,4,Construction Helper
604472,20251003,20270407,4,Construction Helper
604471,20251003,20270407,4,Construction Helper
604479,20251003,20270407,4,Construction Helper
604481,20251003,20270407,4,Construction Helper
604477,20251003,20270407,4,Construction Helper
604478,20251003,20270407,4,Construction Helper
604473,20251003,20270407,4,Construction Helper
604469,20251003,20270407,4,Construction Helper
604474,20251003,20270407,4,Construction Helper
604470,20251003,20270407,4,Construction Helper
604480,20251003,20270407,4,Construction Helper
604476,20251003,20270407,4,Construction Helper
604495,20250927,20260401,4,Senior Expert
604496,20250927,20260401,4,Senior Researcher
604486,20251004,20270408,4,General helper
604487,20251004,20270408,4,Helper
604492,20251007,20270411,8,Boom Loader Operator
604484,20251010,,4,Jr. Project Engineer
604501,20251018,20270422,7,Cleaner
604500,20251018,20270422,7,Cleaner
604499,20251019,20270423,7,Cleaner
604503,20251019,,4,Photographer
604504,20251019,20270423,7,Civil Technician
604520,20251025,20270429,4,Shuttering Carpenter
604506,20251024,,4,AV Engineer
604517,20251024,20270428,7,Team Leader
604521,20251025,20270429,4,Shuttering Carpenter
604522,20251025,20270429,4,Shuttering Carpenter
604523,20251025,20270429,4,Shuttering Carpenter
604524,20251025,20270429,4,Asst Carpenter
604516,20251026,20270430,4,Office Boy
604518,20251026,,15,PRO/Typist
604529,20251103,20270508,7,Multi Technician
604530,20251103,20270508,7,Chiller Technician
604531,20251103,20270508,7,Swimming Pool Techni
604532,20251103,20270508,7,Asst Technician
604519,20251103,20270508,4,Office Boy
604533,20251103,20270508,7,Cleaner
604534,20251103,20270508,7,Cleaner
604535,20251103,20270508,7,Cleaner
604536,20251103,20270508,7,Cleaner
604537,20251103,20270508,7,Cleaner
604538,20251103,20270508,7,Cleaner
604539,20251103,20270508,7,Cleaner
604540,20251103,20270508,7,Cleaner
604541,20251103,20270508,7,Cleaner
604542,20251103,20270508,7,Cleaner
604544,20251108,20270513,7,Cleaner
604545,20251108,20270513,7,Cleaner
604582,20251031,,4,Office Boy
604553,20251115,,7,Cleaner
604552,20251115,,7,Cleaner
604549,20251116,,10,SCM Admin
604560,20251128,,7,Junior MEP Engineer
604559,20251128,,4,Steel Fixer
604558,20251128,,4,Steel Fixer
604550,20251128,,4,Barber
604570,20251201,,4,Steel Fixer
604569,20251205,,4,Office Girl
604583,20251205,,4,Construction Helper
